mmu-miR-7119-3p	miR-7119-3p
bdi-miR827-3p	bdi-miR827-3p
bdi-miR827-5p	bdi-miR827-5p
bdi-miR845	bdi-miR845
bdi-miR9480a	bdi-miR9480a
bdi-miR9480b	bdi-miR9480b
bdi-miR9481a	bdi-miR9481a
bdi-miR9481b	bdi-miR9481b
bdi-miR9482	bdi-miR9482
bdi-miR9483a	bdi-miR9483a
bdi-miR9483b	bdi-miR9483b
bdi-miR9484	bdi-miR9484
bdi-miR9485	bdi-miR9485
bdi-miR9486a	bdi-miR9486a
bdi-miR9486b	bdi-miR9486b
bdi-miR9487	bdi-miR9487
bdi-miR9488	bdi-miR9488
bdi-miR9489	bdi-miR9489
bdi-miR9490	bdi-miR9490
bdi-miR9491	bdi-miR9491
bdi-miR9492	bdi-miR9492
bdi-miR9493	bdi-miR9493
bdi-miR9494	bdi-miR9494
bdi-miR9495	bdi-miR9495
bdi-miR9496	bdi-miR9496
bdi-miR9497	bdi-miR9497
bdi-miR9498	bdi-miR9498
bdi-miR9499	bdi-miR9499
bdo-bantam	bdo-bantam
bdo-let-7	bdo-let-7
bdo-miR-1	bdo-miR-1
bdo-miR-10	bdo-miR-10
bdo-miR-100	bdo-miR-100
bdo-miR-1000	bdo-miR-1000
bdo-miR-11	bdo-miR-11
bdo-miR-11593	bdo-miR-11593
bdo-miR-11594	bdo-miR-11594
bdo-miR-11595	bdo-miR-11595
bdo-miR-11596	bdo-miR-11596
bdo-miR-11597	bdo-miR-11597
bdo-miR-12	bdo-miR-12
bdo-miR-124	bdo-miR-124
bdo-miR-125	bdo-miR-125
bdo-miR-137	bdo-miR-137
bdo-miR-13a	bdo-miR-13a
bdo-miR-13b	bdo-miR-13b
bdo-miR-14	bdo-miR-14
bdo-miR-184	bdo-miR-184
bdo-miR-190	bdo-miR-190
bdo-miR-193	bdo-miR-193
bdo-miR-210	bdo-miR-210
bdo-miR-219	bdo-miR-219
bdo-miR-252	bdo-miR-252
bdo-miR-263a	bdo-miR-263a
bdo-miR-263b	bdo-miR-263b
bdo-miR-275	bdo-miR-275
bdo-miR-276a	bdo-miR-276a
bdo-miR-276b	bdo-miR-276b
bdo-miR-281	bdo-miR-281
bdo-miR-282	bdo-miR-282
bdo-miR-283	bdo-miR-283
bdo-miR-284	bdo-miR-284
bdo-miR-286	bdo-miR-286
bdo-miR-2a	bdo-miR-2a
bdo-miR-2a-2	bdo-miR-2a-2
bdo-miR-2b	bdo-miR-2b
bdo-miR-2c	bdo-miR-2c
bdo-miR-304	bdo-miR-304
bdo-miR-305	bdo-miR-305
bdo-miR-306	bdo-miR-306
bdo-miR-307	bdo-miR-307
bdo-miR-308	bdo-miR-308
bdo-miR-309a	bdo-miR-309a
bdo-miR-309b	bdo-miR-309b
bdo-miR-315	bdo-miR-315
bdo-miR-316	bdo-miR-316
bdo-miR-318	bdo-miR-318
bdo-miR-375	bdo-miR-375
bdo-miR-4	bdo-miR-4
bdo-miR-5a	bdo-miR-5a
bdo-miR-5b	bdo-miR-5b
bdo-miR-6	bdo-miR-6
bdo-miR-7	bdo-miR-7
bdo-miR-79	bdo-miR-79
bdo-miR-8	bdo-miR-8
bdo-miR-87	bdo-miR-87
bdo-miR-927	bdo-miR-927
bdo-miR-929	bdo-miR-929
bdo-miR-92b	bdo-miR-92b
bdo-miR-932	bdo-miR-932
bdo-miR-958	bdo-miR-958
bdo-miR-970	bdo-miR-970
bdo-miR-971	bdo-miR-971
bdo-miR-980	bdo-miR-980
bdo-miR-981	bdo-miR-981
bdo-miR-988	bdo-miR-988
bdo-miR-993	bdo-miR-993
bdo-miR-994	bdo-miR-994
bdo-miR-995	bdo-miR-995
bdo-miR-996	bdo-miR-996
bdo-miR-998	bdo-miR-998
bdo-miR-999	bdo-miR-999
bdo-miR-9b	bdo-miR-9b
bdo-miR-9c	bdo-miR-9c
bdo-miR-iab-4	bdo-miR-iab-4
bdo-miR-iab-8	bdo-miR-iab-8
bfl-let-7a-3p	bfl-let-7a-3p
bfl-let-7a-5p	bfl-let-7a-5p
bfl-let-7b	bfl-let-7b
bfl-miR-100-3p	bfl-miR-100-3p
bfl-miR-100-5p	bfl-miR-100-5p
bfl-miR-10a-3p	bfl-miR-10a-3p
bfl-miR-10a-5p	bfl-miR-10a-5p
bfl-miR-10b	bfl-miR-10b
bfl-miR-10c	bfl-miR-10c
bfl-miR-124-3p	bfl-miR-124-3p
bfl-miR-124-5p	bfl-miR-124-5p
bfl-miR-125a-3p	bfl-miR-125a-3p
bfl-miR-125a-5p	bfl-miR-125a-5p
bfl-miR-125b	bfl-miR-125b
bfl-miR-129a-3p	bfl-miR-129a-3p
bfl-miR-129a-5p	bfl-miR-129a-5p
bfl-miR-129b	bfl-miR-129b
bfl-miR-133	bfl-miR-133
bfl-miR-135a	bfl-miR-135a
bfl-miR-135b	bfl-miR-135b
bfl-miR-137	bfl-miR-137
bfl-miR-1-3p	bfl-miR-1-3p
bfl-miR-153	bfl-miR-153
bfl-miR-1-5p	bfl-miR-1-5p
bfl-miR-182a	bfl-miR-182a
bfl-miR-182b-3p	bfl-miR-182b-3p
bfl-miR-182c	bfl-miR-182c
bfl-miR-182d	bfl-miR-182d
bfl-miR-183	bfl-miR-183
bfl-miR-184-3p	bfl-miR-184-3p
bfl-miR-184-5p	bfl-miR-184-5p
bfl-miR-190	bfl-miR-190
bfl-miR-193a	bfl-miR-193a
bfl-miR-193b	bfl-miR-193b
bfl-miR-19-3p	bfl-miR-19-3p
bfl-miR-200a	bfl-miR-200a
bfl-miR-200b	bfl-miR-200b
bfl-miR-200c	bfl-miR-200c
bfl-miR-2013	bfl-miR-2013
bfl-miR-2056	bfl-miR-2056
bfl-miR-2057	bfl-miR-2057
bfl-miR-2058-3p	bfl-miR-2058-3p
bfl-miR-2058-5p	bfl-miR-2058-5p
bfl-miR-2059-3p	bfl-miR-2059-3p
bfl-miR-2059-5p	bfl-miR-2059-5p
bfl-miR-2060	bfl-miR-2060
bfl-miR-2061	bfl-miR-2061
bfl-miR-2062-3p	bfl-miR-2062-3p
bfl-miR-2062-5p	bfl-miR-2062-5p
bfl-miR-2063	bfl-miR-2063
bfl-miR-2064	bfl-miR-2064
bfl-miR-2065	bfl-miR-2065
bfl-miR-2066	bfl-miR-2066
bfl-miR-2067	bfl-miR-2067
bfl-miR-2068-3p	bfl-miR-2068-3p
bfl-miR-2068-5p	bfl-miR-2068-5p
bfl-miR-2069	bfl-miR-2069
bfl-miR-2070-3p	bfl-miR-2070-3p
bfl-miR-2070-5p	bfl-miR-2070-5p
bfl-miR-2071-3p	bfl-miR-2071-3p
bfl-miR-2071-5p	bfl-miR-2071-5p
bfl-miR-2072-3p	bfl-miR-2072-3p
bfl-miR-2072-5p	bfl-miR-2072-5p
bfl-miR-2073	bfl-miR-2073
bfl-miR-2075	bfl-miR-2075
bfl-miR-2076-3p	bfl-miR-2076-3p
bfl-miR-2076-5p	bfl-miR-2076-5p
bfl-miR-210-3p	bfl-miR-210-3p
bfl-miR-210-5p	bfl-miR-210-5p
bfl-miR-216-3p	bfl-miR-216-3p
bfl-miR-216-5p	bfl-miR-216-5p
bfl-miR-217	bfl-miR-217
bfl-miR-219	bfl-miR-219
bfl-miR-22-3p	bfl-miR-22-3p
bfl-miR-22-5p	bfl-miR-22-5p
bfl-miR-242	bfl-miR-242
bfl-miR-252a	bfl-miR-252a
bfl-miR-252b-3p	bfl-miR-252b-3p
bfl-miR-252b-5p	bfl-miR-252b-5p
bfl-miR-278	bfl-miR-278
bfl-miR-281	bfl-miR-281
bfl-miR-29a-3p	bfl-miR-29a-3p
bfl-miR-29a-5p	bfl-miR-29a-5p
bfl-miR-29b-3p	bfl-miR-29b-3p
bfl-miR-29b-5p	bfl-miR-29b-5p
bfl-miR-31-3p	bfl-miR-31-3p
bfl-miR-31-5p	bfl-miR-31-5p
bfl-miR-33	bfl-miR-33
bfl-miR-34a	bfl-miR-34a
bfl-miR-34b-3p	bfl-miR-34b-3p
bfl-miR-34b-5p	bfl-miR-34b-5p
bfl-miR-34c	bfl-miR-34c
bfl-miR-34d	bfl-miR-34d
bfl-miR-34e	bfl-miR-34e
bfl-miR-375	bfl-miR-375
bfl-miR-4057	bfl-miR-4057
bfl-miR-4856a	bfl-miR-4856a
bfl-miR-4856b-3p	bfl-miR-4856b-3p
bfl-miR-4856b-5p	bfl-miR-4856b-5p
bfl-miR-4857	bfl-miR-4857
bfl-miR-4858-3p	bfl-miR-4858-3p
bfl-miR-4858-5p	bfl-miR-4858-5p
bfl-miR-4859-3p	bfl-miR-4859-3p
bfl-miR-4859-5p	bfl-miR-4859-5p
bfl-miR-4860-3p	bfl-miR-4860-3p
bfl-miR-4860-5p	bfl-miR-4860-5p
bfl-miR-4861	bfl-miR-4861
bfl-miR-4862-3p	bfl-miR-4862-3p
bfl-miR-4862-5p	bfl-miR-4862-5p
bfl-miR-4863-3p	bfl-miR-4863-3p
bfl-miR-4863-5p	bfl-miR-4863-5p
bfl-miR-4864-3p	bfl-miR-4864-3p
bfl-miR-4864-5p	bfl-miR-4864-5p
bfl-miR-4865-3p	bfl-miR-4865-3p
bfl-miR-4865-5p	bfl-miR-4865-5p
bfl-miR-4866-3p	bfl-miR-4866-3p
bfl-miR-4866-5p	bfl-miR-4866-5p
bfl-miR-4867	bfl-miR-4867
bfl-miR-4868a	bfl-miR-4868a
bfl-miR-4868b	bfl-miR-4868b
bfl-miR-4868c-3p	bfl-miR-4868c-3p
bfl-miR-4868c-5p	bfl-miR-4868c-5p
bfl-miR-4869-3p	bfl-miR-4869-3p
bfl-miR-4869-5p	bfl-miR-4869-5p
bfl-miR-4870	bfl-miR-4870
bfl-miR-4871-3p	bfl-miR-4871-3p
bfl-miR-4871-5p	bfl-miR-4871-5p
bfl-miR-4872a	bfl-miR-4872a
bfl-miR-4872b	bfl-miR-4872b
bfl-miR-4872c	bfl-miR-4872c
bfl-miR-4873	bfl-miR-4873
bfl-miR-4874-3p	bfl-miR-4874-3p
bfl-miR-4874-5p	bfl-miR-4874-5p
bfl-miR-4875a-5p	bfl-miR-4875a-5p
bfl-miR-4875b-5p	bfl-miR-4875b-5p
bfl-miR-4875c-3p	bfl-miR-4875c-3p
bfl-miR-4875d-3p	bfl-miR-4875d-3p
bfl-miR-4876	bfl-miR-4876
bfl-miR-4877	bfl-miR-4877
bfl-miR-4878	bfl-miR-4878
bfl-miR-4879	bfl-miR-4879
bfl-miR-4880	bfl-miR-4880
bfl-miR-4881	bfl-miR-4881
bfl-miR-4882a	bfl-miR-4882a
bfl-miR-4882b	bfl-miR-4882b
bfl-miR-4882c	bfl-miR-4882c
bfl-miR-4883	bfl-miR-4883
bfl-miR-4884	bfl-miR-4884
bfl-miR-4885	bfl-miR-4885
bfl-miR-4886	bfl-miR-4886
bfl-miR-4887	bfl-miR-4887
bfl-miR-4888	bfl-miR-4888
bfl-miR-4889a	bfl-miR-4889a
bfl-miR-4889b	bfl-miR-4889b
bfl-miR-4890	bfl-miR-4890
bfl-miR-4891-3p	bfl-miR-4891-3p
bfl-miR-4891-5p	bfl-miR-4891-5p
bfl-miR-4892	bfl-miR-4892
bfl-miR-4893	bfl-miR-4893
bfl-miR-4894	bfl-miR-4894
bfl-miR-4895	bfl-miR-4895
bfl-miR-4897	bfl-miR-4897
bfl-miR-4898	bfl-miR-4898
bfl-miR-4899	bfl-miR-4899
bfl-miR-4900a	bfl-miR-4900a
bfl-miR-4900b	bfl-miR-4900b
bfl-miR-4901	bfl-miR-4901
bfl-miR-4902	bfl-miR-4902
bfl-miR-4903	bfl-miR-4903
bfl-miR-4904-3p	bfl-miR-4904-3p
bfl-miR-4904-5p	bfl-miR-4904-5p
bfl-miR-4905	bfl-miR-4905
bfl-miR-4906	bfl-miR-4906
bfl-miR-4928	bfl-miR-4928
bfl-miR-7	bfl-miR-7
bfl-miR-705	bfl-miR-705
bfl-miR-71-3p	bfl-miR-71-3p
bfl-miR-71-5p	bfl-miR-71-5p
bfl-miR-92a	bfl-miR-92a
bfl-miR-92b-3p	bfl-miR-92b-3p
bfl-miR-92b-5p	bfl-miR-92b-5p
bfl-miR-92c	bfl-miR-92c
bfl-miR-92d-5p	bfl-miR-92d-5p
bfl-miR-9-3p	bfl-miR-9-3p
bfl-miR-9-5p	bfl-miR-9-5p
bfl-miR-96-3p	bfl-miR-96-3p
bfl-miR-96-5p	bfl-miR-96-5p
bfv-miR-BF1-3p	bfv-miR-BF1-3p
bfv-miR-BF1-5p	bfv-miR-BF1-5p
bfv-miR-BF2-3p	bfv-miR-BF2-3p
bfv-miR-BF2-5p	bfv-miR-BF2-5p
bgy-miR156	bgy-miR156
bgy-miR396a	bgy-miR396a
bgy-miR396b	bgy-miR396b
bgy-miR529	bgy-miR529
bhv1-miR-B1	bhv1-miR-B1
bhv1-miR-B10	bhv1-miR-B10
bhv1-miR-B2	bhv1-miR-B2
bhv1-miR-B3	bhv1-miR-B3
bhv1-miR-B4	bhv1-miR-B4
bhv1-miR-B5	bhv1-miR-B5
bhv1-miR-B6-3p	bhv1-miR-B6-3p
bhv1-miR-B6-5p	bhv1-miR-B6-5p
bhv1-miR-B7	bhv1-miR-B7
bhv1-miR-B8-3p	bhv1-miR-B8-3p
bhv1-miR-B8-5p	bhv1-miR-B8-5p
bhv1-miR-B9	bhv1-miR-B9
bhv5-miR-B11	bhv5-miR-B11
bhv5-miR-B12	bhv5-miR-B12
bhv5-miR-B13	bhv5-miR-B13
bhv5-miR-B14	bhv5-miR-B14
bhv5-miR-B8	bhv5-miR-B8
bib-miR-193	bib-miR-193
bib-miR-2788	bib-miR-2788
bkv-miR-B1-3p	bkv-miR-B1-3p
bkv-miR-B1-5p	bkv-miR-B1-5p
blv-miR-B1-3p	blv-miR-B1-3p
blv-miR-B1-5p	blv-miR-B1-5p
blv-miR-B2-3p	blv-miR-B2-3p
blv-miR-B2-5p	blv-miR-B2-5p
blv-miR-B3-3p	blv-miR-B3-3p
blv-miR-B3-5p	blv-miR-B3-5p
blv-miR-B4-3p	blv-miR-B4-3p
blv-miR-B4-5p	blv-miR-B4-5p
blv-miR-B5-3p	blv-miR-B5-3p
blv-miR-B5-5p	blv-miR-B5-5p
bma-let-7	bma-let-7
bma-lin-4	bma-lin-4
bma-miR-100a	bma-miR-100a
bma-miR-100b	bma-miR-100b
bma-miR-100c	bma-miR-100c
bma-miR-100d	bma-miR-100d
bma-miR-1175	bma-miR-1175
bma-miR-124	bma-miR-124
bma-miR-133	bma-miR-133
bma-miR-153	bma-miR-153
bma-miR-1822	bma-miR-1822
bma-miR-228	bma-miR-228
bma-miR-232	bma-miR-232
bma-miR-234	bma-miR-234
bma-miR-236	bma-miR-236
bma-miR-239-3p	bma-miR-239-3p
bma-miR-239-5p	bma-miR-239-5p
bma-miR-250	bma-miR-250
bma-miR-252	bma-miR-252
bma-miR-268	bma-miR-268
bma-miR-279	bma-miR-279
bma-miR-281-3p	bma-miR-281-3p
bma-miR-281-5p	bma-miR-281-5p
bma-miR-283	bma-miR-283
bma-miR-2a	bma-miR-2a
bma-miR-2b-3p	bma-miR-2b-3p
bma-miR-2b-5p	bma-miR-2b-5p
bma-miR-2c	bma-miR-2c
bma-miR-2d	bma-miR-2d
bma-miR-2e	bma-miR-2e
bma-miR-2f	bma-miR-2f
bma-miR-2g-3p	bma-miR-2g-3p
bma-miR-2g-5p	bma-miR-2g-5p
bma-miR-2h-3p	bma-miR-2h-3p
bma-miR-2h-5p	bma-miR-2h-5p
bma-miR-2i-3p	bma-miR-2i-3p
bma-miR-2i-5p	bma-miR-2i-5p
bma-miR-307	bma-miR-307
bma-miR-34	bma-miR-34
bma-miR-36a	bma-miR-36a
bma-miR-36a-3	bma-miR-36a-3
bma-miR-36b-3p	bma-miR-36b-3p
bma-miR-36b-5p	bma-miR-36b-5p
bma-miR-36c-3p	bma-miR-36c-3p
bma-miR-36c-5p	bma-miR-36c-5p
bma-miR-36d-3p	bma-miR-36d-3p
bma-miR-36d-5p	bma-miR-36d-5p
bma-miR-45	bma-miR-45
bma-miR-49	bma-miR-49
bma-miR-50	bma-miR-50
bma-miR-5360	bma-miR-5360
bma-miR-5361	bma-miR-5361
bma-miR-5363-3p	bma-miR-5363-3p
bma-miR-5363-5p	bma-miR-5363-5p
bma-miR-5364	bma-miR-5364
bma-miR-5365a	bma-miR-5365a
bma-miR-5365b	bma-miR-5365b
bma-miR-5366-3p	bma-miR-5366-3p
bma-miR-5366-5p	bma-miR-5366-5p
bma-miR-57	bma-miR-57
bma-miR-5838-3p	bma-miR-5838-3p
bma-miR-5838-5p	bma-miR-5838-5p
bma-miR-5839-3p	bma-miR-5839-3p
bma-miR-5839-5p	bma-miR-5839-5p
bma-miR-5840	bma-miR-5840
bma-miR-5841-3p	bma-miR-5841-3p
bma-miR-5841-5p	bma-miR-5841-5p
bma-miR-5842-3p	bma-miR-5842-3p
bma-miR-5842-5p	bma-miR-5842-5p
bma-miR-5843	bma-miR-5843
bma-miR-5844	bma-miR-5844
bma-miR-5845	bma-miR-5845
bma-miR-5846	bma-miR-5846
bma-miR-5847	bma-miR-5847
bma-miR-5848	bma-miR-5848
bma-miR-5849	bma-miR-5849
bma-miR-5851	bma-miR-5851
bma-miR-5852	bma-miR-5852
bma-miR-5853	bma-miR-5853
bma-miR-5854	bma-miR-5854
bma-miR-5855	bma-miR-5855
bma-miR-5856a	bma-miR-5856a
bma-miR-5856b	bma-miR-5856b
bma-miR-5857	bma-miR-5857
bma-miR-5858-3p	bma-miR-5858-3p
bma-miR-5858-5p	bma-miR-5858-5p
bma-miR-5859	bma-miR-5859
bma-miR-5861	bma-miR-5861
bma-miR-5862-3p	bma-miR-5862-3p
bma-miR-5862-5p	bma-miR-5862-5p
bma-miR-5863	bma-miR-5863
bma-miR-5864	bma-miR-5864
bma-miR-5865	bma-miR-5865
bma-miR-5866	bma-miR-5866
bma-miR-5867	bma-miR-5867
bma-miR-5868	bma-miR-5868
bma-miR-5869	bma-miR-5869
bma-miR-5871	bma-miR-5871
bma-miR-5872	bma-miR-5872
bma-miR-5873	bma-miR-5873
bma-miR-5874	bma-miR-5874
bma-miR-5875	bma-miR-5875
bma-miR-5876	bma-miR-5876
bma-miR-5877	bma-miR-5877
bma-miR-5878	bma-miR-5878
bma-miR-5879a	bma-miR-5879a
bma-miR-5879b	bma-miR-5879b
bma-miR-5880a	bma-miR-5880a
bma-miR-5880b	bma-miR-5880b
bma-miR-5881a	bma-miR-5881a
bma-miR-5881b	bma-miR-5881b
bma-miR-5882a	bma-miR-5882a
bma-miR-5882b	bma-miR-5882b
bma-miR-5883	bma-miR-5883
bma-miR-60	bma-miR-60
bma-miR-7	bma-miR-7
bma-miR-71	bma-miR-71
bma-miR-72	bma-miR-72
bma-miR-750	bma-miR-750
bma-miR-81	bma-miR-81
bma-miR-84-3p	bma-miR-84-3p
bma-miR-84-5p	bma-miR-84-5p
bma-miR-86	bma-miR-86
bma-miR-87a	bma-miR-87a
bma-miR-87b	bma-miR-87b
bma-miR-92	bma-miR-92
bma-miR-9-3p	bma-miR-9-3p
bma-miR-9501-3p	bma-miR-9501-3p
bma-miR-9502	bma-miR-9502
bma-miR-9503	bma-miR-9503
bma-miR-9504	bma-miR-9504
bma-miR-9505-3p	bma-miR-9505-3p
bma-miR-9505-5p	bma-miR-9505-5p
bma-miR-9506-3p	bma-miR-9506-3p
bma-miR-9507	bma-miR-9507
bma-miR-9508-5p	bma-miR-9508-5p
bma-miR-9509-3p	bma-miR-9509-3p
bma-miR-9510	bma-miR-9510
bma-miR-9511-3p	bma-miR-9511-3p
bma-miR-9512	bma-miR-9512
bma-miR-9513-5p	bma-miR-9513-5p
bma-miR-9514	bma-miR-9514
bma-miR-9515	bma-miR-9515
bma-miR-9516	bma-miR-9516
bma-miR-9517-3p	bma-miR-9517-3p
bma-miR-9517-5p	bma-miR-9517-5p
bma-miR-9518	bma-miR-9518
bma-miR-9519	bma-miR-9519
bma-miR-9520	bma-miR-9520
bma-miR-9521	bma-miR-9521
bma-miR-9522	bma-miR-9522
bma-miR-9523	bma-miR-9523
bma-miR-9525	bma-miR-9525
bma-miR-9526	bma-miR-9526
bma-miR-9527	bma-miR-9527
bma-miR-9528	bma-miR-9528
bma-miR-9529	bma-miR-9529
bma-miR-9530	bma-miR-9530
bma-miR-9531	bma-miR-9531
bma-miR-9532	bma-miR-9532
bma-miR-9533	bma-miR-9533
bma-miR-9534	bma-miR-9534
bma-miR-9535	bma-miR-9535
bma-miR-9536	bma-miR-9536
bma-miR-9537	bma-miR-9537
bma-miR-9-5p	bma-miR-9-5p
bmo-bantam-3p	bmo-bantam-3p
bmo-bantam-5p	bmo-bantam-5p
bmo-let-7-3p	bmo-let-7-3p
bmo-let-7-5p	bmo-let-7-5p
bmo-miR-100	bmo-miR-100
bmo-miR-1000	bmo-miR-1000
bmo-miR-10-3p	bmo-miR-10-3p
bmo-miR-10-5p	bmo-miR-10-5p
bmo-miR-11-3p	bmo-miR-11-3p
bmo-miR-11-5p	bmo-miR-11-5p
bmo-miR-1175-3p	bmo-miR-1175-3p
bmo-miR-1175-5p	bmo-miR-1175-5p
bmo-miR-12	bmo-miR-12
bmo-miR-124	bmo-miR-124
bmo-miR-133	bmo-miR-133
bmo-miR-137	bmo-miR-137
bmo-miR-13a-3p	bmo-miR-13a-3p
bmo-miR-13a-5p	bmo-miR-13a-5p
bmo-miR-13b-3p	bmo-miR-13b-3p
bmo-miR-13b-5p	bmo-miR-13b-5p
bmo-miR-14-3p	bmo-miR-14-3p
bmo-miR-14-5p	bmo-miR-14-5p
bmo-miR-184-3p	bmo-miR-184-3p
bmo-miR-184-5p	bmo-miR-184-5p
bmo-miR-190-3p	bmo-miR-190-3p
bmo-miR-190-5p	bmo-miR-190-5p
bmo-miR-1923	bmo-miR-1923
bmo-miR-1926	bmo-miR-1926
bmo-miR-1a-3p	bmo-miR-1a-3p
bmo-miR-1a-5p	bmo-miR-1a-5p
bmo-miR-1b-3p	bmo-miR-1b-3p
bmo-miR-1b-5p	bmo-miR-1b-5p
bmo-miR-210	bmo-miR-210
bmo-miR-252-3p	bmo-miR-252-3p
bmo-miR-252-5p	bmo-miR-252-5p
bmo-miR-263a-3p	bmo-miR-263a-3p
bmo-miR-263a-5p	bmo-miR-263a-5p
bmo-miR-263b-3p	bmo-miR-263b-3p
bmo-miR-263b-5p	bmo-miR-263b-5p
bmo-miR-2723	bmo-miR-2723
bmo-miR-2724	bmo-miR-2724
bmo-miR-2729	bmo-miR-2729
bmo-miR-2731	bmo-miR-2731
bmo-miR-2733a-3p	bmo-miR-2733a-3p
bmo-miR-2733a-5p	bmo-miR-2733a-5p
bmo-miR-2733b	bmo-miR-2733b
bmo-miR-2733c	bmo-miR-2733c
bmo-miR-2733d	bmo-miR-2733d
bmo-miR-2733e	bmo-miR-2733e
bmo-miR-2733f	bmo-miR-2733f
bmo-miR-2733g	bmo-miR-2733g
bmo-miR-2733h	bmo-miR-2733h
bmo-miR-2733i-3p	bmo-miR-2733i-3p
bmo-miR-2733i-5p	bmo-miR-2733i-5p
bmo-miR-2733j	bmo-miR-2733j
bmo-miR-2734	bmo-miR-2734
bmo-miR-2736	bmo-miR-2736
bmo-miR-2737	bmo-miR-2737
bmo-miR-2738	bmo-miR-2738
bmo-miR-2739	bmo-miR-2739
bmo-miR-2742	bmo-miR-2742
bmo-miR-274-3p	bmo-miR-274-3p
bmo-miR-2744	bmo-miR-2744
bmo-miR-2745	bmo-miR-2745
bmo-miR-274-5p	bmo-miR-274-5p
bmo-miR-2748	bmo-miR-2748
bmo-miR-2751	bmo-miR-2751
bmo-miR-2752	bmo-miR-2752
bmo-miR-2753	bmo-miR-2753
bmo-miR-275-3p	bmo-miR-275-3p
bmo-miR-2754	bmo-miR-2754
bmo-miR-2755-3p	bmo-miR-2755-3p
bmo-miR-2755-5p	bmo-miR-2755-5p
bmo-miR-275-5p	bmo-miR-275-5p
bmo-miR-2756-3p	bmo-miR-2756-3p
bmo-miR-2756-5p	bmo-miR-2756-5p
bmo-miR-2757-3p	bmo-miR-2757-3p
bmo-miR-2757-5p	bmo-miR-2757-5p
bmo-miR-2758-3p	bmo-miR-2758-3p
bmo-miR-2758-5p	bmo-miR-2758-5p
bmo-miR-2759	bmo-miR-2759
bmo-miR-2760-3p	bmo-miR-2760-3p
bmo-miR-2760-5p	bmo-miR-2760-5p
bmo-miR-2761-3p	bmo-miR-2761-3p
bmo-miR-2761-5p	bmo-miR-2761-5p
bmo-miR-2762	bmo-miR-2762
bmo-miR-2763-3p	bmo-miR-2763-3p
bmo-miR-2763-5p	bmo-miR-2763-5p
bmo-miR-276-3p	bmo-miR-276-3p
bmo-miR-2764	bmo-miR-2764
bmo-miR-2765	bmo-miR-2765
bmo-miR-276-5p	bmo-miR-276-5p
bmo-miR-2766-3p	bmo-miR-2766-3p
bmo-miR-2766-5p	bmo-miR-2766-5p
bmo-miR-2767	bmo-miR-2767
bmo-miR-2768-3p	bmo-miR-2768-3p
bmo-miR-2768-5p	bmo-miR-2768-5p
bmo-miR-2769	bmo-miR-2769
bmo-miR-2770-3p	bmo-miR-2770-3p
bmo-miR-2770-5p	bmo-miR-2770-5p
bmo-miR-2771-3p	bmo-miR-2771-3p
bmo-miR-2771-5p	bmo-miR-2771-5p
bmo-miR-2772a	bmo-miR-2772a
bmo-miR-2772b	bmo-miR-2772b
bmo-miR-277-3p	bmo-miR-277-3p
bmo-miR-2774a	bmo-miR-2774a
bmo-miR-2774b	bmo-miR-2774b
bmo-miR-2774c	bmo-miR-2774c
bmo-miR-2775a	bmo-miR-2775a
bmo-miR-2775b	bmo-miR-2775b
bmo-miR-277-5p	bmo-miR-277-5p
bmo-miR-2776	bmo-miR-2776
bmo-miR-2777-3p	bmo-miR-2777-3p
bmo-miR-2777-5p	bmo-miR-2777-5p
bmo-miR-2778a-2-5p	bmo-miR-2778a-2-5p
bmo-miR-2778a-3p	bmo-miR-2778a-3p
bmo-miR-2778a-4-5p	bmo-miR-2778a-4-5p
bmo-miR-2778a-5p	bmo-miR-2778a-5p
bmo-miR-2778b-3p	bmo-miR-2778b-3p
bmo-miR-2778b-5p	bmo-miR-2778b-5p
bmo-miR-2778c-3p	bmo-miR-2778c-3p
bmo-miR-2778c-5p	bmo-miR-2778c-5p
bmo-miR-2778d-3p	bmo-miR-2778d-3p
bmo-miR-2778d-5p	bmo-miR-2778d-5p
bmo-miR-2779	bmo-miR-2779
bmo-miR-2780a-3p	bmo-miR-2780a-3p
bmo-miR-2780a-5p	bmo-miR-2780a-5p
bmo-miR-2780b	bmo-miR-2780b
bmo-miR-2780c	bmo-miR-2780c
bmo-miR-2780d	bmo-miR-2780d
bmo-miR-2781	bmo-miR-2781
bmo-miR-2782	bmo-miR-2782
bmo-miR-2783	bmo-miR-2783
bmo-miR-278-3p	bmo-miR-278-3p
bmo-miR-2784	bmo-miR-2784
bmo-miR-2785	bmo-miR-2785
bmo-miR-278-5p	bmo-miR-278-5p
bmo-miR-2786	bmo-miR-2786
bmo-miR-2787-3p	bmo-miR-2787-3p
bmo-miR-2787-5p	bmo-miR-2787-5p
bmo-miR-2788	bmo-miR-2788
bmo-miR-2789	bmo-miR-2789
bmo-miR-2790-3p	bmo-miR-2790-3p
bmo-miR-2790-5p	bmo-miR-2790-5p
bmo-miR-2791	bmo-miR-2791
bmo-miR-2792-3p	bmo-miR-2792-3p
bmo-miR-2792-5p	bmo-miR-2792-5p
bmo-miR-2794	bmo-miR-2794
bmo-miR-2795	bmo-miR-2795
bmo-miR-2796-3p	bmo-miR-2796-3p
bmo-miR-2796-5p	bmo-miR-2796-5p
bmo-miR-2797a	bmo-miR-2797a
bmo-miR-2797b	bmo-miR-2797b
